decision_id,decision_date,document_category,title,applicant,order_text,sanction_strength,sanction_types,monetary_amount,violated_articles,case_type,factors
401,2013-07-22,other,축산물위생관리법(전자창구 및 전자기록부 운영)에 대한 심의ㆍ의결 요청 건,,춘천시가 식육포장처리업 영업자가 기록ㆍ보관하는 원료수불대장과 거래내역서를 제공 받고자 한다면 개인정보보호법 제18조 제2항 각 호에서 정한 요건을 충족하여야 할 것이다.,0,,,제18조;제2조,동의·고지 위반;제3자 제공,사후 시정 노력;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
10319,2023-12-13,prior_review,사전적정성 검토 신청에 따른 검토 결과에 관한 건,㈜사람인,㈜사람인은 경우 보호법 제17조 제4항 및 시행령 제14조의2에 따라 구직자가 자신이 선택한 구인기업에 입사 지원(이력서 제출 등) 시 플랫폼에서 별도 동의 없이 제3자 제공이 가능하다.,0,,,제14조의2;제17조,동의·고지 위반;제3자 제공,동의 적법성;제3자 제공 또는 위탁 구조
10321,2023-12-13,prior_review,사전적정성 검토 신청에 따른 검토 결과에 관한 건,고용노동부,"고용노동부는 별지의 사항을 준수할 경우 「고용정책기본법」 제6조제1항제11호, 「직업안정법」 제3조제1항제6호 등에 따른 소관 업무 수행을 위해 '거짓 구인광고 신고시스템’을 통해 신고인 및 피신고인의 개인정보를 처리할 수 있으며, 이 중 거짓 구인광고 업체로 확인된 정보를 타 HR채용 플랫폼에 제공할 수 있다.",0,,,제3조;제6조,,
10385,2024-01-24,prior_review,사전적정성 검토 신청에 따른 결과에 관한 건,1 ㈜디사일로신 청 인 2 ㈜뱅크샐러드,"㈜디사일로와 ㈜뱅크샐러드는 별지 기재 방안을 준수하는 조건으로, 정보주체의 동의 없이 본 건 데이터를 동형암호화하여 통계값을 처리ㆍ제공이 가능하다.",0,,,,동의·고지 위반;안전조치 미흡,내부통제 및 안전조치 수준;동의 적법성
10387,2024-01-24,prior_review,사전적정성 검토 신청에 따른 결과에 관한 건,㈜벡터시스,"㈜벡터시스는 별지 기재 방안을 준수하는 조건으로, '선별관제 대상 이벤트’를 설정하여 산업시설 내 특정 사건ㆍ사고 상황만 탐지하고 안면인식 등 개인식별은 하지 않는다는 전제하에 정보주체의 동의 없이 솔루션 설치ㆍ운영이 가능하다.",0,,,,동의·고지 위반,동의 적법성
10389,2024-03-27,prior_review,사전적정성 검토 신청에 따른 결과에 관한 건,㈜비바리퍼블리카,"㈜비바리퍼블리카는 별지 기재 방안을 준수하는 조건으로, 안면정보 등록 단계에서 신분증의 고유식별정보(주민등록번호, 여권번호, 외국인등록번호)를 이용하여 신분증 진위확인 업무 수행이 가능하다.",0,,,,민감정보·고유식별정보,고유식별정보 포함 여부
10391,2024-06-26,prior_review,사전적정성 검토 신청에 따른 결과에 관한 건,한국도로공사,"한국도로공사는 별지 기재 방안을 준수하는 조건으로, 본건 '전좌석 안전띠 착용 검지 시스템’ 설치ㆍ운영이 가능하다.",0,,,,,
10393,2024-06-26,prior_review,사전적정성 검토 신청에 따른 결과에 관한 건,SK텔레콤㈜,"SK텔레콤㈜는 별지 기재 방안을 준수하는 조건으로, 본건 선택동의를 근거로 '공공조사용 가상번호 제공 서비스’ 업무 수행이 가능하다.",0,,,,동의·고지 위반,동의 적법성
10409,2024-10-23,prior_review,사전적정성 검토 신청에 따른 결과에 관한 건,,"는 별지 기재 방안을 준수하는 조건으로, 본건 '음성기반 의무기록 작성 지원 앱’ 서비스를 이용할 수 있다",0,,,,,
977,2018-04-09,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 12423) 의견 조회에 관한 건,,「개인정보 보호법」 일부개정안 (의안번호 12423) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
1069,2018-04-23,privacy_impact_review,「위치정보의 보호 및 이용 등에 관한 법률」 일부개정안 의견 조회에 관한 건,,"1. 「위치정보의 보호 및 이용 등에 관한 법률」(의안번호: 12588) 일부개정안에 신설되는 내용은 개인정보 보호 전반에 적용되는 기준이나 원칙의 성격을 지닌 내용이므로 「개인정보 보호법」에 규정할 필요가 있다는 의견을 제출한다.
2. 「위치정보의 보호 및 이용 등에 관한 법률」(의안번호: 12588) 일부개정안의 내용에 대한 구체적인 의견은 별첨과 같이 제출한다.",0,,,,,
55,2018-08-13,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 14281) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 14281) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
131,2018-08-13,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 14181) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 14181) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
127,2018-09-10,privacy_impact_review,「스마트도시 조성 및 산업진흥 등에 관한 법률」 일부개정안 (의안번호 14988) 의견 조회에 관한 건,,「스마트도시 조성 및 산업진흥 등에 관한 법률」 일부개정안 (의안번호 14988) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
39,2018-10-29,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 15478) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 15478) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
123,2018-10-29,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 15647) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 15647) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
1433,2019-03-11,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 18562) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 18562) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
1439,2019-05-13,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 19362) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 19362) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
1443,2019-05-13,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 19415) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 19415) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
1453,2019-05-27,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 18103) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 18103) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
1457,2019-08-12,privacy_impact_review,「개인정보 보호법」 일부개정안 (의안번호 20978) 의견 조회에 관한 건,행정안전부장관,「개인정보 보호법」 일부개정안 (의안번호 20978) 의견 조회에 대해 별첨과 같이 제출한다.,0,,,,,
191,2015-04-27,public_system_inspection,2016년도 개인정보보호 시행계획 의결 건,47개 중앙행정기관의 장,"감사원 등 46개 중앙행정기관의 「2016년도 개인정보보호 시행계획」을 붙임과 같이 의결하되, 행정자치부는 2015년 3월에 발생한 아이핀(I-PIN)사고의 대책 및 후속조치를 반영하여 시행계획을 보완하는 조건으로 의결한다.",0,,,제10조;제12조;제24조의2,유출·침해;동의·고지 위반;국외이전;안전조치 미흡;보유기간·파기 위반;영상정보 처리;아동 개인정보;민감정보·고유식별정보;처리위탁;정보주체 권리보장,고유식별정보 포함 여부;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조;국외이전 고지·동의 여부
993,2016-04-25,public_system_inspection,2017년도 개인정보보호 시행계획 의결 건,47개 중앙행정기관의 장,감사원 등 47개 중앙행정기관의 「2017년도 개인정보보호 시행계획」을 붙임과 같이 의결한다.,0,,,제10조;제12조;제18조,유출·침해;동의·고지 위반;안전조치 미흡;영상정보 처리;처리위탁;정보주체 권리보장,피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;동의 적법성;제3자 제공 또는 위탁 구조
1029,2017-04-24,public_system_inspection,2018년 개인정보 보호 시행계획 의결 건,47개 중앙행정기관의 장,감사원 등 47개 중앙행정기관의 「2018년 개인정보 보호 시행계획」을 붙임과 같이 의결한다.,0,,,제10조;제12조;제29조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,정보주체 규모;고유식별정보 포함 여부;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;동의 적법성
987,2018-04-23,public_system_inspection,2019년 개인정보보호 시행계획 의결 건,48개 중앙행정기관의 장,감사원 등 48개 중앙행정기관의 「2019년 개인정보 보호 시행계획」을 붙임과 같이 의결한다.,0,,,제10조;제12조,유출·침해;동의·고지 위반;국외이전;민감정보·고유식별정보;정보주체 권리보장,정보주체 규모;고유식별정보 포함 여부;피해 발생 또는 위험 발생;사후 시정 노력;동의 적법성;국외이전 고지·동의 여부
6687,2023-12-27,public_system_inspection,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,"1. 피심인에 대하여 보호법 제61조제2항에 따라 개선을 권고한다.
가. 피심인은 집중관리시스템별 '10대 과제’ 미흡사항을 개선 한다.
나. 피심인은 가.의 권고 조치를 이행하고, 개선 권고 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행결과 및 계획을 제출한다.",1,개선권고,,제29조;제30조;제30조의2;제61조,유출·침해;안전조치 미흡,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조
6691,2023-12-27,public_system_inspection,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,"1. 피심인에 대하여 보호법 제61조제2항에 따라 개선을 권고한다.
가. 피심인은 집중관리시스템별 '10대 과제’ 미흡사항을 개선 한다.
나. 피심인은 가.의 권고 조치를 이행하고, 개선 권고 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행결과 및 계획을 제출한다.",1,개선권고,,제29조;제30조;제30조의2;제61조,유출·침해;안전조치 미흡,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조
6693,2023-12-27,public_system_inspection,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,"1. 피심인에 대하여 보호법 제61조제2항에 따라 개선을 권고한다.
가. 피심인은 집중관리시스템별 '10대 과제’ 미흡사항을 개선 한다.
나. 피심인은 가.의 권고 조치를 이행하고, 개선 권고 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행결과 및 계획을 제출한다.",1,개선권고,,제29조;제30조;제30조의2;제61조,유출·침해;안전조치 미흡,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조
6695,2023-12-27,public_system_inspection,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,"1. 피심인에 대하여 보호법 제61조제2항에 따라 개선을 권고한다.
가. 피심인은 집중관리시스템별 '10대 과제’ 미흡사항을 개선 한다.
나. 피심인은 가.의 권고 조치를 이행하고, 개선 권고 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행결과 및 계획을 제출한다.",1,개선권고,,제29조;제30조;제30조의2;제61조,유출·침해;안전조치 미흡,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조
6697,2023-12-27,public_system_inspection,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,"1. 피심인에 대하여 보호법 제61조제2항에 따라 개선을 권고한다.
가. 피심인은 집중관리시스템별 '10대 과제’ 미흡사항을 개선 한다.
나. 피심인은 가.의 권고 조치를 이행하고, 개선 권고 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행결과 및 계획을 제출한다.",1,개선권고,,제29조;제30조;제30조의2;제61조,유출·침해;안전조치 미흡,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조
6699,2023-12-27,public_system_inspection,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,"1. 피심인에 대하여 보호법 제61조제2항에 따라 개선을 권고한다.
가. 피심인은 집중관리시스템별 '10대 과제’ 미흡사항을 개선 한다.
나. 피심인은 가.의 권고 조치를 이행하고, 개선 권고 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행결과 및 계획을 제출한다.",1,개선권고,,제29조;제30조;제30조의2;제61조,유출·침해;안전조치 미흡,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조
6701,2023-12-27,public_system_inspection,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,"1. 피심인에 대하여 보호법 제61조제2항에 따라 개선을 권고한다.
가. 피심인은 집중관리시스템별 '10대 과제’ 미흡사항을 개선 한다.
나. 피심인은 가.의 권고 조치를 이행하고, 개선 권고 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행결과 및 계획을 제출한다.",1,개선권고,,제29조;제30조;제30조의2;제61조,유출·침해;안전조치 미흡,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조
6703,2023-12-27,public_system_inspection,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,"1. 피심인에 대하여 보호법 제61조제2항에 따라 개선을 권고한다.
가. 피심인은 집중관리시스템별 '10대 과제’ 미흡사항을 개선 한다.
나. 피심인은 가.의 권고 조치를 이행하고, 개선 권고 통지를 받은 날로부터 60일 이내에 개인정보보호위원회에 이행결과 및 계획을 제출한다.",1,개선권고,,제29조;제30조;제30조의2;제61조,유출·침해;안전조치 미흡,정보주체 규모;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;제3자 제공 또는 위탁 구조
